;lemmas;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
12209;transplant-;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12210;weaning;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12211;neatly;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12212;uncaring;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12213;30.5;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12214;lobbying;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12215;8.43;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12216;agnostic;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12217;abstractly;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12218;unambiguously;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12219;3.11;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12220;43.1;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12221;4weeks;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12222;scan;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12223;3.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12224;borough;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12225;www.youtube.com/watch?v=uear6xykevm&feature=youtu.be;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12226;disk;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12227;versatile;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12228;0.8281;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12229;junior;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12230;4254;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12231;0.0117;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12232;midlands;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12233;relevancy;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12234;nonoperative;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12235;0.55;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12236;tanto;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12237;-0.87;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12238;clotting;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12239;-0.06;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12240;31.33;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12241;20.99;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12242;36.3;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12243;affirmative;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12244;p=.01;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12245;38.5;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12246;merging;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12247;convalescence;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12248;nonpatient;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12249;unavoidably;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12250;unreimbursed;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12251;insurability;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12252;incidental;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12253;ontology;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12254;null;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12255;veil;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12256;biopolitical;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12257;thinly;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12258;radcliffe;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12259;gravely;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12260;festival;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12261;richards;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12262;gstm1;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12263;biocitizenship;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12264;targeting;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12265;62.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12266;13.6;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12267;60ml;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12268;2,231;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12269;aids;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12270;perirenal;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12271;viremia;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12272;hematoma;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12273;hiv)-positive;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12274;luster;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12275;guaranty;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12276;rebuke;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12277;oil;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12278;rebuild;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12279;taxis;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12280;favoritism;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12281;hug;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12282;end-;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12283;0.865;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12284;aneurysm;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12285;pseudodiffusion;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12286;min/1.73m(2;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12287;basiliximab;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12288;724;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12289;7.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12290;icd-9)-base;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12291;52.3;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12292;34.33;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12293;10.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12294;8.8;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12295;16.6;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12296;15.0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12297;15.8;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12298;824;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12299;ninth;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12300;8306;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12301;decompensated;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12302;waitlist-;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12303;iron;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12304;ohio;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12305;p=.04;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12306;dextran;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12307;saver;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12308;normotensive;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12309;lengthy;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12310;harbour;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12311;clue;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12312;sams;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12313;analytics;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12314;32.78;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12315;browser;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12316;desktop;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12317;13.37;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12318;69.57;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12319;1.93;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12320;73.9;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12321;1:26;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12322;post-;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12323;nihil;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12324;1466;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12325;channel;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12326;bilingual;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12327;venue;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12328;wave;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12329;643;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12330;replication;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12331;extrapolation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12332;strategize;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12333;outlet;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12334;allotransfer;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12335;impulse;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12336;triand;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12337;cortisol;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12338;antidiuretic;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12339;invulnerability;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12340;catecholamine;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12341;idealism;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12342;donationcentered;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12343;youthful;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12344;tantamount;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12345;disgrace;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12346;dollar;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12347;raft;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12348;immunogenic;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12349;reignite;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12350;1640;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12351;4030;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12352;ultramodern;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12353;rock;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12354;monash;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12355;sigrid;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12356;lo;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12357;allosensitization;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12358;hypersensitized;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12359;observable;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12360;1053;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12361;porto;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12362;hospitalar;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12363;centro;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12364;01;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12365;1020;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12366;portuguese;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12367;486;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12368;transplantability;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12369;saveable;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12370;decelluar(ize;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12371;reseeding;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12372;bioreactor;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12373;compulsion;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12374;0.073;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12375;0.09;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12376;632;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12377;ab;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12378;trisegment;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12379;12.7;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12380;81.9%/76.1;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12381;73.4%/67.4;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12382;1200;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12383;pd;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12384;3.42;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12385;multidimensional;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12386;kidscreen-52;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12387;0.009;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12388;procreation;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12389;disrespectful;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12390;0.007;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12391;talented;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12392;esophageal;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12393;6421;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12394;http://www.legifrance.gouv.fr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12395;thorax;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12396;http://www.embase.com;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12397;http://www.ncbi.nlm.nih.gov;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12398;tetraiodothyronine;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12399;morale;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12400;desmopressin;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12401;friedreich;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12402;estimated;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12403;40,000;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12404;371;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12405;oculi;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12406;oris;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12407;orbicularis;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12408;830;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12409;ataxia;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12410;959;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12411;influencer;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12412;enlist;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12413;descartes;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12414;spawn;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12415;interconnection;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12416;selfhood;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12417;transitional;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12418;teenager;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12419;dystology;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12420;messenger;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12421;comforting;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12422;neal;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12423;uneducated;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12424;2.07;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12425;hash;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12426;332.538;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12427;9.196;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12428;1.152;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12429;/=40;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12430;0.040;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12431;descendent;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12432;guatemala;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12433;9463;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12434;honduras;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12435;1092;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12436;xenotransplante;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12437;1450;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12438;rios;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12439;xenotx;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12440;pcid;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12441;1524;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12442;33.18;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12443;48.01;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12444;vasopressin;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12445;gillick;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12446;ipso;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12447;hott;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12448;mutilation;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12449;forgettable;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12450;i]t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12451;beautiful;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12452;oblige;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12453;unmodified;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12454;haploidentical;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12455;reversibility;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12456;spiritual;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12457;improving;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12458;postal;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12459;servs;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12460;karolinska;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12461;hire;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12462;spirituality;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12463;guidepost;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12464;contrived;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12465;antitrafficke;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12466;motif;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12467;51-year;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12468;spousal;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12469;1818;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12470;240;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12471;canonically;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12472;dichotomy;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12473;prevailing;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12474;dystopian;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12475;rewinde;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12476;handicapped;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12477;antitrafficking;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12478;hierarchy;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12479;deterrent;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12480;1,034;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12481;violator;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12482;191;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12483;prosecutor;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12484;nonlegislative;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12485;347;0;0;0;1;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12486;0.0006;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12487;ntr5374;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12488;15.7;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12489;cesar;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
12490;.543;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12491;18-question;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12492;investigational;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12493;urography;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12494;merrill;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12495;automatic;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12496;.578;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12497;p=.811;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12498;p<.001;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12499;pvri;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12500;n=2524;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12501;cleanly;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12502;434;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12503;131;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12504;180-day;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12505;giver;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12506;1:1:1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12507;perfectly;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12508;n=120;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12509;dad;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12510;lessons;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12511;nightmare;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12512;34.4;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12513;predicate;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12514;feasibly;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12515;vigorously;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12516;erik;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12517;misplace;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12518;44.1;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12519;296.5;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12520;2.02;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12521;7/1/2009;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12522;8.9;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12523;12/22/2012;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12524;7/1/2005;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
12525;304.8;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12526;cortisone;1;0;0;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12527;designated;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
12528;adrift;0;0;1;0;0;0;0;0;0;0;0;1;0;0.3;0.09;1
